Cantidad,Fecha,Producto,Venta,Compra,Utilidad
1.00,,Electrolit Fresa 625 Ml,27.00,16.32,10.68
1.00,,Aloe Beta omnilife Sabor Piña 200ml,42.00,29.45,12.55
1.00,,Fibern Plus Sobre,14.50,10.50,4.00
1.00,,Magnus Sobre Omnilife 20g,17.00,11.53,5.47
1.00,,Omniplus Sobre Omnilife,21.50,16.53,4.97
1.00,,Homo Omnilife 1sobre,18.50,12.67,5.83
,22/02/2024,,202.00,186.23,15.77
1.00,,Servicio Domicilio,5.00,0.00,5.00
1.00,,COCA RETORNABLE 3LTS PAQ 6PZA,197.00,186.23,10.77
,22/02/2024,,47.00,39.59,7.41
1.00,,Queso Crema La Escondida 250g,17.00,14.00,3.00
0.24,,Queso De Hebra,30.00,25.59,4.41
,22/02/2024,,55.00,45.19,9.81
1.00,,Mayonesa #8 190g,27.00,22.23,4.77
1.00,,Pan Molido Crujiente 175g,28.00,22.96,5.04
,22/02/2024,,40.00,34.12,5.88
0.32,,Queso De Hebra,40.00,34.12,5.88
,22/02/2024,,11.00,8.41,2.59
0.50,,Harina Selecta 1kg,11.00,8.41,2.59
,22/02/2024,,20.00,14.00,6.00
2.00,,Yakult 80ml,20.00,14.00,6.00
,22/02/2024,,997.50,976.50,21.00
1050.00,,MASTERXTREME MAYOREO RECARGA,997.50,976.50,21.00
,22/02/2024,,5.00,2.69,2.31
1.00,,Diurex Janel,5.00,2.69,2.31
,22/02/2024,,56.00,45.91,10.09
1.00,,Coca Cola Vidrio 1 1/4,24.00,19.87,4.13
1.00,,Mini Barritas Fresa Tubo 222g,32.00,26.04,5.96
,22/02/2024,,404.00,372.46,31.54
2.00,,Servicio Domicilio,10.00,0.00,10.00
2.00,,COCA RETORNABLE 3LTS PAQ 6PZA,394.00,372.46,21.54
,22/02/2024,,16.00,14.13,1.87
1.00,,Activia Ciruela Pasa 250g,16.00,14.13,1.87
,22/02/2024,,40.00,35.20,4.80
0.50,,Frijol Michigan Mustang Kg,20.00,18.14,1.86
0.16,,Queso De Hebra,20.00,17.06,2.94
,22/02/2024,,18.00,13.57,4.43
1.00,,Sidral Mundet 600ml,18.00,13.57,4.43
,22/02/2024,,40.00,31.84,8.16
1.00,,Coca Retornable 3LTS 3068,38.00,31.04,6.96
2.00,,Vaso Individual del #8 1pza,2.00,0.80,1.20
,22/02/2024,,2.00,0.80,1.20
2.00,,Vaso Individual del #8 1pza,2.00,0.80,1.20
,22/02/2024,,23.00,18.48,4.52
1.00,,Pepsi 1.5Lt,23.00,18.48,4.52
,22/02/2024,,1.00,0.40,0.60
1.00,,Vaso Individual del #8 1pza,1.00,0.40,0.60
,22/02/2024,,3.50,1.93,1.57
1.00,,Cerillo Clasico Individual,3.50,1.93,1.57
,22/02/2024,,27.00,21.07,5.93
1.00,,Coca Cola Vidrio 1 1/4,24.00,19.87,4.13
3.00,,Vaso Individual del #8 1pza,3.00,1.20,1.80
,22/02/2024,,20.00,13.82,6.18
0.41,,Salchijocho Pavo Any Agranel,20.00,13.82,6.18
,22/02/2024,,17.00,13.44,3.56
1.00,,Takis Fuego Mas Picante 65g,17.00,13.44,3.56
,22/02/2024,,49.00,39.37,9.63
1.00,,Cheetos Flamin Hot 52gr,14.00,11.13,2.87
1.00,,Paketaxo Xtra Flamin Hot 70gr,18.00,14.55,3.45
1.00,,Ruffles Queso 52g,17.00,13.69,3.31
,22/02/2024,,15.00,10.35,4.65
1.00,,Bubba Xtreme Picamix Fuego 1Paleta,5.00,3.45,1.55
2.00,,Bubbaloo Paleta Xtreme Mora 1Pz,10.00,6.90,3.10
,22/02/2024,,24.00,18.21,5.79
1.00,,Valle Frut Citrus 355 ml 342198,10.00,7.08,2.92
1.00,,Cheetos Flamin Hot 52gr,14.00,11.13,2.87
,22/02/2024,,61.00,49.22,11.78
1.00,,Pastisetas 75 Gms,27.00,21.84,5.16
1.00,,Ruffles Queso 52g,17.00,13.69,3.31
1.00,,Sabritas Flamin Hot 45gm,17.00,13.69,3.31
,22/02/2024,,40.00,31.84,8.16
1.00,,Coca Retornable 3LTS 3068,38.00,31.04,6.96
2.00,,Vaso Individual del #8 1pza,2.00,0.80,1.20
,22/02/2024,,19.00,15.20,3.80
1.00,,Coca Cola 600ml,19.00,15.20,3.80
,22/02/2024,,10.00,6.90,3.10
2.00,,Bubbaloo Paleta Xtreme Mora 1Pz,10.00,6.90,3.10
,22/02/2024,,26.00,20.83,5.17
1.00,,Leche Nito Bebida Chocolate 236G,13.00,10.66,2.34
1.00,,Chocolatines 42g Gamesa,13.00,10.17,2.83
,22/02/2024,,54.00,43.50,10.50
0.50,,Queso Fresco,54.00,43.50,10.50
,22/02/2024,,5.00,3.54,1.46
1.00,,Pepto Bismol C/U,5.00,3.54,1.46
,22/02/2024,,14.00,9.00,5.00
1.00,,Silicon líquido selanusa 31ml,14.00,9.00,5.00
,22/02/2024,,26.50,23.47,3.03
1.00,,Lala deslactosada 1lit,25.00,22.79,2.21
1.00,,Clorets Menta 2.8gr 2Pastillas,1.50,0.68,0.82
,22/02/2024,,11.00,6.80,4.20
1.00,,Epura 600 ml,11.00,6.80,4.20
,22/02/2024,,10.00,7.50,2.50
1.00,,Mini Takis Fuego 35,10.00,7.50,2.50
,22/02/2024,,60.00,48.63,11.37
2.00,,Nito 1Pza 62g,30.00,24.90,5.10
1.00,,Churrumais mas producto 60gr,14.00,11.13,2.87
1.00,,Big Mix 75g,16.00,12.60,3.40
,22/02/2024,,18.00,11.82,6.18
6.00,,Huevo Crio Individual 1pza,18.00,11.82,6.18
,22/02/2024,,30.00,20.51,9.49
1.00,,Valle Frut Citrus 2 Litros 330461,30.00,20.51,9.49
,22/02/2024,,5.00,2.00,3.00
5.00,,Vaso Individual del #8 1pza,5.00,2.00,3.00
,22/02/2024,,28.00,22.00,6.00
1.00,,Donas 6p Bimbo 158g,22.00,18.04,3.96
2.00,,Clorets Plus 4pastillas,6.00,3.96,2.04
,22/02/2024,,59.00,45.00,14.00
1.00,,Axe 48Hrs Maxima Frescura 150ml,59.00,45.00,14.00
,22/02/2024,,35.00,29.25,5.75
1.00,,Coca Retornable 2.5 Lts,35.00,29.25,5.75
,22/02/2024,,38.00,31.04,6.96
1.00,,Coca Retornable 3LTS 3068,38.00,31.04,6.96
,22/02/2024,,17.50,11.98,5.52
1.00,,Chivacola Botella Omnilife 600ml,17.50,11.98,5.52
,22/02/2024,,997.50,976.50,21.00
1050.00,,MASTERXTREME MAYOREO RECARGA,997.50,976.50,21.00
,22/02/2024,,500.00,490.00,10.00
500.00,,MASTER SERVICIOS XTREME,500.00,490.00,10.00
,22/02/2024,,997.50,976.50,21.00
1050.00,,MASTERXTREME MAYOREO RECARGA,997.50,976.50,21.00
,22/02/2024,,32.00,29.58,2.42
1.00,,HUEVO CRIO 1/2 CONO,32.00,29.58,2.42
,22/02/2024,,25.00,18.73,6.27
1.00,,Salsa Casera Herdez. 210g,11.00,8.33,2.67
1.00,,Tang De Jamaica 25gm,6.00,4.63,1.37
1.00,,Vogue Higienico De Rollo Ind,8.00,5.77,2.23
,22/02/2024,,808.00,744.92,63.08
4.00,,Servicio Domicilio,20.00,0.00,20.00
4.00,,COCA RETORNABLE 3LTS PAQ 6PZA,788.00,744.92,43.08
,22/02/2024,,47.50,33.46,14.04
1.00,,Pepsi Jumbo 3Lt,37.00,27.67,9.33
3.00,,Cerillo Clasico Individual,10.50,5.79,4.71
,22/02/2024,,1.00,0.84,0.16
1.00,,Bombon Individual,1.00,0.84,0.16
,22/02/2024,,30.00,25.59,4.41
0.24,,Queso De Hebra,30.00,25.59,4.41
,22/02/2024,,224.00,209.04,14.96
4.00,,Envios De Recargas,4.00,0.04,3.96
220.00,,RECARGAS XTREME (MULTICEL-MINISUPER),220.00,209.00,11.00
,22/02/2024,,498.75,488.25,10.50
525.00,,MASTERXTREME MAYOREO RECARGA,498.75,488.25,10.50
,22/02/2024,,38.00,29.06,8.94
1.00,,Omniplus Sobre Omnilife,21.50,16.53,4.97
1.00,,Optimus Sobre Omnilife,16.50,12.53,3.97
,22/02/2024,,17.00,11.53,5.47
1.00,,Magnus Sobre Omnilife 20g,17.00,11.53,5.47
,22/02/2024,,25.00,19.25,5.75
1.00,,Jarrito Fresa 2lt,25.00,19.25,5.75
,22/02/2024,,38.00,30.40,7.60
2.00,,Coca Cola 600ml,38.00,30.40,7.60
,22/02/2024,,62.00,47.12,14.88
0.32,,Queso De Hebra,40.00,34.12,5.88
2.00,,Yomi Chocolate 190ml,22.00,13.00,9.00
,22/02/2024,,36.00,27.22,8.78
1.00,,Valle Frut Citrus 355 ml 342198,10.00,7.08,2.92
1.00,,Bombonete 55g,12.00,9.24,2.76
1.00,,Coca Cola 400ml,14.00,10.90,3.10
,22/02/2024,,3.00,1.98,1.02
1.00,,Clorets Plus 4pastillas,3.00,1.98,1.02
,22/02/2024,,6.00,0.00,6.00
1.00,,Caja Vacia De Huevo,6.00,0.00,6.00
,22/02/2024,,10.00,7.08,2.92
1.00,,Valle Frut Citrus 355 ml 342198,10.00,7.08,2.92
,22/02/2024,,2.00,1.68,0.32
2.00,,Bombon Individual,2.00,1.68,0.32
,22/02/2024,,20.00,15.67,4.33
1.00,,Ruffles Queso 52g,17.00,13.69,3.31
1.00,,Clorets Plus 4pastillas,3.00,1.98,1.02
,22/02/2024,,35.00,28.25,6.75
1.00,,Cremax De Nieve Chocolate 90g 065600,19.00,15.25,3.75
1.00,,Yoghurt Placer Cookies & Cream 220g 9594,16.00,13.00,3.00
,22/02/2024,,10.00,4.60,5.40
2.00,,Bolsa Basura Mediana 1pza,10.00,4.60,5.40
,22/02/2024,,20.00,12.55,7.45
1.00,,Halls De Miel,8.00,6.63,1.37
8.00,,Clorets Menta 2.8gr 2Pastillas,12.00,5.92,6.08
,22/02/2024,,8.00,6.08,1.92
1.00,,Halls Sabor Mora Azul,8.00,6.08,1.92
,22/02/2024,,42.00,32.64,9.36
1.00,,Coca Retornable 3LTS 3068,38.00,31.04,6.96
4.00,,Vaso Individual del #8 1pza,4.00,1.60,2.40
,22/02/2024,,6.00,5.04,0.96
6.00,,Bombon Individual,6.00,5.04,0.96
,22/02/2024,,4.00,3.36,0.64
4.00,,Bombon Individual,4.00,3.36,0.64
,22/02/2024,,27.00,20.17,6.83
1.00,,Kola Loka Brocha 5g,27.00,20.17,6.83
,22/02/2024,,26.00,18.76,7.24
1.00,,Nectar Valle Mango Minibrick 250ml,12.00,7.86,4.14
1.00,,Coca Cola 400ml,14.00,10.90,3.10
,22/02/2024,,12.00,7.44,4.56
2.00,,Cigarro Marlboro Individual 1Pza,12.00,7.44,4.56
,22/02/2024,,32.00,21.90,10.10
1.00,,Fanta Fresa 600ml,18.00,13.57,4.43
1.00,,Epura 1 lt,14.00,8.33,5.67
,22/02/2024,,20.00,17.06,2.94
0.16,,Queso De Hebra,20.00,17.06,2.94
,22/02/2024,,27.00,17.32,9.68
1.00,,Sopa Nissin camaron C/Habanero,15.00,9.46,5.54
1.00,,Nectar Valle Mango Minibrick 250ml,12.00,7.86,4.14
,22/02/2024,,42.00,32.52,9.48
0.19,,Queso Fresco,20.00,16.11,3.89
1.00,,Submarinos Chocolate,22.00,16.41,5.59
,22/02/2024,,42.00,32.77,9.23
4.00,,Vaso Individual del #8 1pza,4.00,1.60,2.40
1.00,,Sidral Munded Jumbo 3 Lts,38.00,31.17,6.83
,22/02/2024,,44.00,30.64,13.36
1.00,,Sponch 120gr,22.00,17.64,4.36
2.00,,Yomi Chocolate 190ml,22.00,13.00,9.00
,22/02/2024,,73.00,60.16,12.84
1.00,,Mediacrema Lala 480ml,26.00,21.99,4.01
1.00,,Queso Crema La Escondida 250g,17.00,14.00,3.00
0.28,,Queso Fresco,30.00,24.17,5.83
,22/02/2024,,14.00,11.13,2.87
1.00,,Cheetos Torcido Naranja 52g,14.00,11.13,2.87
,22/02/2024,,14.00,11.13,2.87
1.00,,Cheetos Flamin Hot 52gr,14.00,11.13,2.87
,22/02/2024,,53.00,44.80,8.20
1.00,,Ruffles Queso 185g,53.00,44.80,8.20
,22/02/2024,,17.00,13.69,3.31
1.00,,Doritos Flamin Hot 62gm,17.00,13.69,3.31
,22/02/2024,,107.00,86.49,20.51
1.00,,Mediacrema Lala 480ml,26.00,21.99,4.01
0.50,,Queso Fresco,54.00,43.50,10.50
1.00,,Plato Largo Jaguar 855,27.00,21.00,6.00
,22/02/2024,,50.00,42.51,7.49
0.31,,Jamon Rebanado Suly 1kg,20.00,16.92,3.08
0.24,,Queso De Hebra,30.00,25.59,4.41
,22/02/2024,,20.00,16.11,3.89
0.19,,Queso Fresco,20.00,16.11,3.89
,22/02/2024,,19.00,15.20,3.80
1.00,,Coca Cola 600ml,19.00,15.20,3.80
,22/02/2024,,316.00,294.56,21.44
6.00,,Envios De Recargas,6.00,0.06,5.94
310.00,,ICSI Recargas Xtreme,310.00,294.50,15.50
,22/02/2024,,38.00,31.04,6.96
1.00,,Coca Retornable 3LTS 3068,38.00,31.04,6.96
,22/02/2024,,25.00,20.14,4.86
0.23,,Queso Fresco,25.00,20.14,4.86
,22/02/2024,,30.00,24.17,5.83
0.28,,Queso Fresco,30.00,24.17,5.83
,22/02/2024,,14.00,11.13,2.87
1.00,,Cheetos Poff Azules 41gr,14.00,11.13,2.87
,22/02/2024,,14.50,9.13,5.37
1.00,,Gelatina Lala General 125gr 020556,7.00,3.13,3.87
1.00,,Flan Yoplait 100G 9709,7.50,6.00,1.50
,22/02/2024,,128.00,118.32,9.68
2.00,,HUEVO CRIO CONO 30PZ,128.00,118.32,9.68
,22/02/2024,,30.00,25.59,4.41
0.24,,Queso De Hebra,30.00,25.59,4.41
,22/02/2024,,10.00,8.48,1.52
1.00,,Mamut 44g 513700,10.00,8.48,1.52
,22/02/2024,,38.00,31.04,6.96
1.00,,Coca Retornable 3LTS 3068,38.00,31.04,6.96
,22/02/2024,,46.00,38.10,7.90
1.00,,Mediacrema Lala 480ml,26.00,21.99,4.01
0.19,,Queso Fresco,20.00,16.11,3.89
,22/02/2024,,62.00,54.96,7.04
0.46,,Jamon Rebanado Suly 1kg,30.00,25.38,4.62
1.00,,HUEVO CRIO 1/2 CONO,32.00,29.58,2.42
,22/02/2024,,70.50,57.10,13.40
1.00,,Ace Accion Instantanea 500g,24.50,18.70,5.80
1.00,,Cerillo Flama Grande,7.00,5.30,1.70
1.00,,Hot Cakes Pronto 500g,39.00,33.10,5.90
,22/02/2024,,11.00,9.92,1.08
1.00,,Ace Accion Instantanea 250gr,11.00,9.92,1.08
,22/02/2024,,22.00,15.74,6.26
1.00,,Mantequilla Primavera Barra,22.00,15.74,6.26
,22/02/2024,,100.00,78.54,21.46
1.00,,Nectar Valle Durazno Minibrick 250ml,12.00,7.86,4.14
1.00,,Chips Sal De Mar 46g,17.00,14.28,2.72
1.00,,Paketaxo Mezcladito Ch 70gr,18.00,14.55,3.45
1.00,,Sabritas Sal Original 45g,17.00,13.69,3.31
1.00,,Hot Nuts Original 82g,16.00,12.60,3.40
1.00,,chips fuego 62g,20.00,15.56,4.44
,22/02/2024,,17.00,13.69,3.31
1.00,,Doritos Pizzerolas 61g,17.00,13.69,3.31
,22/02/2024,,18.00,14.33,3.67
1.00,,Nectar Valle Durazno Cristal 413ml,18.00,14.33,3.67
,22/02/2024,,17.00,13.69,3.31
1.00,,Ruffles Queso 52g,17.00,13.69,3.31
,22/02/2024,,117.00,109.27,7.73
2.00,,Envios De Recargas,2.00,0.02,1.98
115.00,,RECARGAS XTREME (MULTICEL-MINISUPER),115.00,109.25,5.75
,22/02/2024,,40.00,23.57,16.43
2.00,,Canela Sobre,12.00,3.08,8.92
1.00,,XL-3 Extra Gripa y tos Par,12.00,7.05,4.95
1.00,,Tkis hexa queso 65gr,16.00,13.44,2.56
,22/02/2024,,20.00,17.17,2.83
1.00,,Avena Quaker 3min 288gr,20.00,17.17,2.83
,22/02/2024,,24.00,22.79,1.21
1.00,,Lala deslactosada 1lit,24.00,22.79,1.21
,22/02/2024,,24.00,20.88,3.12
1.00,,Patrona 500 ml,24.00,20.88,3.12
,22/02/2024,,56.00,17.32,38.68
1.00,,Electrolit Fresa 625 Ml,27.00,16.32,10.68
1.00,,Chip29 Telcel Sin Saldo Activar C/50 Saldo,29.00,1.00,28.00
,22/02/2024,,45.00,33.52,11.48
10.00,,Huevo Crio Individual 1pza,25.00,19.70,5.30
0.41,,Salchijocho Pavo Any Agranel,20.00,13.82,6.18
,22/02/2024,,109.00,90.66,18.34
1.00,,Pedigree Cachorro 1kg,56.00,46.87,9.13
1.00,,Whiskas 1kg,53.00,43.79,9.21
,22/02/2024,,53.00,45.00,8.00
1.00,,QUESO CREMA 1 BARRA,53.00,45.00,8.00
,22/02/2024,,14.00,8.58,5.42
2.00,,Cigarro Marlboro Individual 1Pza,12.00,7.44,4.56
2.00,,Paleta Corazonada Individual 1pz,2.00,1.14,0.86
,22/02/2024,,152.00,142.52,9.48
2.00,,Envios De Recargas,2.00,0.02,1.98
150.00,,RECARGAS XTREME (MULTICEL-MINISUPER),150.00,142.50,7.50
,23/02/2024,,15.00,12.45,2.55
1.00,,Nito 1Pza 62g,15.00,12.45,2.55
,23/02/2024,,6.00,3.50,2.50
1.00,,Manzanilla Sobre 1pza,6.00,3.50,2.50
,23/02/2024,,44.00,37.91,6.09
1.00,,Fibra Scotch Brite Gigante,20.00,16.09,3.91
1.00,,Ensueño Max F Primavera Zero Enjuague 850ml,24.00,21.82,2.18
,23/02/2024,,997.50,976.50,21.00
1050.00,,MASTER TMAC MAYOREO RECARGA,997.50,976.50,21.00
,23/02/2024,,997.50,976.50,21.00
1050.00,,MASTERXTREME MAYOREO RECARGA,997.50,976.50,21.00
,23/02/2024,,997.50,976.50,21.00
1050.00,,MASTERXTREME MAYOREO RECARGA,997.50,976.50,21.00
,23/02/2024,,500.00,490.00,10.00
500.00,,MASTER SERVICIOS XTREME,500.00,490.00,10.00
,23/02/2024,,38.00,31.21,6.79
1.00,,Wildrot 100ml,38.00,31.21,6.79
,23/02/2024,,32.00,29.58,2.42
1.00,,HUEVO CRIO 1/2 CONO,32.00,29.58,2.42
,23/02/2024,,997.50,976.50,21.00
1050.00,,MASTERXTREME MAYOREO RECARGA,997.50,976.50,21.00
,23/02/2024,,34.00,24.56,9.44
1.00,,Fideo #1,9.00,6.45,2.55
3.00,,Huevo Crio Individual 1pza,9.00,5.91,3.09
1.00,,Marias Gamesa 1pz,16.00,12.20,3.80
,23/02/2024,,28.00,22.99,5.01
1.00,,coca cola 1.350 ml,28.00,22.99,5.01
,23/02/2024,,6.00,0.00,6.00
1.00,,Caja Vacia De Huevo,6.00,0.00,6.00
,23/02/2024,,20.00,17.06,2.94
0.16,,Queso De Hebra,20.00,17.06,2.94
,23/02/2024,,22.00,13.29,8.71
1.00,,Agua Ciel 1lt 310883,13.00,9.21,3.79
1.00,,Bolsa Basura Grande 1pza,9.00,4.08,4.92
,23/02/2024,,13.00,10.66,2.34
1.00,,Leche Nito Bebida Chocolate 236G,13.00,10.66,2.34
,23/02/2024,,62.00,50.30,11.70
1.00,,HUEVO CRIO 1/2 CONO,32.00,29.58,2.42
0.61,,Salchijocho Pavo Any Agranel,30.00,20.72,9.28
,23/02/2024,,202.00,186.23,15.77
1.00,,Servicio Domicilio,5.00,0.00,5.00
1.00,,COCA RETORNABLE 3LTS PAQ 6PZA,197.00,186.23,10.77
,23/02/2024,,21.00,13.20,7.80
1.00,,Jamaica bolsa 100gr,21.00,13.20,7.80
,23/02/2024,,45.00,35.81,9.19
1.00,,Nutrioli 850ml,45.00,35.81,9.19
,23/02/2024,,1322.00,1211.19,110.81
6.00,,Servicio Domicilio,30.00,0.00,30.00
2.00,,COCA COLA 2.5LT RET PAQ 8PZ,490.00,468.00,22.00
1.00,,JARRITO SURTIDO 3LT PAQ 8PZ,229.00,207.90,21.10
2.00,,COCA RETORNABLE 3LTS PAQ 6PZA,394.00,372.46,21.54
1.00,,FANTA 600ML 3NJA-3FSA-3SIDRAL-3FRESCA PAQ12PZ,179.00,162.83,16.17
,23/02/2024,,34.00,22.11,11.89
1.00,,Valle Frut Citrus 2 Litros 330461,30.00,20.51,9.49
4.00,,Vaso Individual del #8 1pza,4.00,1.60,2.40
,23/02/2024,,59.00,46.29,12.71
1.00,,Pan Bimbo blanco Chico 360gr,37.00,29.88,7.12
1.00,,Submarino De Fresa 140g,22.00,16.41,5.59
,23/02/2024,,24.00,2.64,21.36
12.00,,COPIA OFICIO,24.00,2.64,21.36
,23/02/2024,,30.00,25.59,4.41
0.24,,Queso De Hebra,30.00,25.59,4.41
,23/02/2024,,41.00,33.95,7.05
0.16,,Queso De Hebra,20.00,17.06,2.94
1.00,,Mamut 44g 513700,10.00,8.48,1.52
0.50,,Harina Selecta 1kg,11.00,8.41,2.59
,23/02/2024,,38.00,31.17,6.83
1.00,,Sidral Munded Jumbo 3 Lts,38.00,31.17,6.83
,23/02/2024,,10.00,8.46,1.54
0.15,,Jamon Rebanado Suly 1kg,10.00,8.46,1.54
,23/02/2024,,17.00,14.00,3.00
1.00,,Queso Crema La Escondida 250g,17.00,14.00,3.00
,23/02/2024,,19.00,11.88,7.12
0.25,,Bolsa Natural 25x35 Para2kg,19.00,11.88,7.12
,23/02/2024,,40.00,27.63,12.37
0.82,,Salchijocho Pavo Any Agranel,40.00,27.63,12.37
,23/02/2024,,18.00,11.82,6.18
6.00,,Huevo Crio Individual 1pza,18.00,11.82,6.18
,23/02/2024,,54.50,43.21,11.29
0.25,,Jamon Rebanado Suly 1kg,16.25,13.75,2.50
2.00,,Yoghurt Yoplait Fresa 220g 9140,26.00,21.00,5.00
0.25,,Salchijocho Pavo Any Agranel,12.25,8.46,3.79
,23/02/2024,,13.50,6.66,6.84
9.00,,Clorets Menta 2.8gr 2Pastillas,13.50,6.66,6.84
,23/02/2024,,8.00,6.08,1.92
1.00,,Halls Sabor Mora Azul,8.00,6.08,1.92
,23/02/2024,,1.50,0.74,0.76
1.00,,Clorets Menta 2.8gr 2Pastillas,1.50,0.74,0.76
,23/02/2024,,20.00,17.06,2.94
0.16,,Queso De Hebra,20.00,17.06,2.94
,23/02/2024,,14.00,10.50,3.50
1.00,,Vive 100 Guarana Azai 500ml,14.00,10.50,3.50
,23/02/2024,,53.50,41.71,11.79
1.00,,Marcador Permanente Sharpie Fino,19.00,15.29,3.71
1.00,,Papel Bond Cuadriculado,5.50,2.88,2.62
1.00,,Marcador Esterbrook Permanente Negro,29.00,23.54,5.46
,23/02/2024,,37.00,28.82,8.18
1.00,,Senzao Guarana 600ml 8330,18.00,13.57,4.43
1.00,,Emperador Senzo Mix 93g 017700,19.00,15.25,3.75
,23/02/2024,,20.00,16.11,3.89
0.19,,Queso Fresco,20.00,16.11,3.89
,23/02/2024,,39.00,29.46,9.54
1.00,,Leche Nito Bebida Chocolate 236G,13.00,10.66,2.34
1.00,,Canelitas Marinela 120g,21.00,16.80,4.20
2.00,,Gel Fix Sobre 15gr,5.00,2.00,3.00
,23/02/2024,,30.00,24.17,5.83
0.28,,Queso Fresco,30.00,24.17,5.83
,23/02/2024,,5.00,2.50,2.50
1.00,,Hielo Individual,5.00,2.50,2.50
,23/02/2024,,20.00,15.44,4.56
1.00,,Ruffles Mega Crunch Jalapeño 50g,17.00,13.69,3.31
1.00,,Paleta cupido vero fresa,3.00,1.75,1.25
,23/02/2024,,45.00,34.09,10.91
1.00,,Fanta Fresa 600ml,18.00,13.57,4.43
1.00,,Valle Frut Citrus 355 ml 342198,10.00,7.08,2.92
1.00,,Takis Fuego Mas Picante 65g,17.00,13.44,3.56
,23/02/2024,,16.00,14.13,1.87
1.00,,Activia Ciruela Pasa 250g,16.00,14.13,1.87
,23/02/2024,,38.00,31.04,6.96
1.00,,Coca Retornable 3LTS 3068,38.00,31.04,6.96
,23/02/2024,,32.00,26.04,5.96
1.00,,Mini Barritas Fresa Tubo 222g,32.00,26.04,5.96
,23/02/2024,,38.00,31.00,7.00
1.00,,Jamon De Pavo 196g,38.00,31.00,7.00
,23/02/2024,,65.00,52.95,12.05
1.00,,Donas 6p Bimbo 158g,22.00,18.04,3.96
1.00,,Mantecadas Vainilla C/6pzas 187.5gr,29.00,23.78,5.22
1.00,,Cheetos Flamin Hot 52gr,14.00,11.13,2.87
,23/02/2024,,39.00,31.60,7.40
1.00,,Pepsi 1.5Lt,23.00,18.48,4.52
2.00,,Rebanadas Bimbo,16.00,13.12,2.88
,23/02/2024,,2.00,0.80,1.20
2.00,,Vaso Individual del #8 1pza,2.00,0.80,1.20
,23/02/2024,,22.00,9.74,12.26
1.00,,Pila Rayovac Triple AAA par,22.00,9.74,12.26
,23/02/2024,,120.00,97.09,22.91
1.00,,Salsa Casera Herdez. 210g,11.00,8.33,2.67
2.00,,Tortillina Tia Rosa 306g,50.00,41.00,9.00
0.15,,Jamon Rebanado Suly 1kg,10.00,8.46,1.54
0.24,,Queso De Hebra,30.00,25.64,4.36
1.00,,Big Mix Inglesa Limon 75g,16.00,12.60,3.40
1.00,,Bolsa individual Naylo Gde 1pz,3.00,1.06,1.94
,23/02/2024,,97.00,82.79,14.21
1.00,,Coca Retornable 3LTS 3068,38.00,31.04,6.96
1.00,,Mamut 44g 513700,10.00,8.48,1.52
1.00,,Sabritas Sal Original 45g,17.00,13.69,3.31
1.00,,HUEVO CRIO 1/2 CONO,32.00,29.58,2.42
,23/02/2024,,52.00,36.08,15.92
4.00,,TMGN COFFE Cafe De Olla Omnilife,52.00,36.08,15.92
,23/02/2024,,20.00,13.64,6.36
1.00,,Agua Ciel 1.5 Lts 4721,16.00,12.04,3.96
4.00,,Vaso Individual del #8 1pza,4.00,1.60,2.40
,23/02/2024,,14.00,2.22,11.78
1.00,,IMPRESION A COLORES,4.00,0.22,3.78
,23/02/2024,,6.00,3.27,2.73
1.00,,Lapiz Mirado 1pz,6.00,3.27,2.73
,23/02/2024,,44.00,26.00,18.00
3.00,,Yomi Lala Fresa 190ml,33.00,19.50,13.50
1.00,,Yomi Chocolate 190ml,11.00,6.50,4.50
,23/02/2024,,26.00,18.00,8.00
2.00,,Pedigree Adulto Filete Res 100g,26.00,18.00,8.00
,23/02/2024,,3.00,1.98,1.02
1.00,,Clorets Plus 4pastillas,3.00,1.98,1.02
,23/02/2024,,37.50,31.96,5.54
0.15,,Jamon Rebanado Suly 1kg,10.00,8.46,1.54
0.22,,Queso De Hebra,27.50,23.50,4.00
,23/02/2024,,20.00,14.00,6.00
2.00,,Yakult 80ml,20.00,14.00,6.00
,23/02/2024,,6.00,5.04,0.96
6.00,,Bombon Individual,6.00,5.04,0.96
,23/02/2024,,62.50,53.42,9.08
0.50,,Queso De Hebra,62.50,53.42,9.08
,23/02/2024,,38.00,31.04,6.96
1.00,,Coca Retornable 3LTS 3068,38.00,31.04,6.96
,23/02/2024,,17.00,12.47,4.53
1.00,,Gel Ego Diez 200ml,17.00,12.47,4.53
,23/02/2024,,52.00,43.00,9.00
1.00,,Coca Retornable 2.5 Lts,35.00,29.25,5.75
1.00,,Peñafiel Twist Con Limon Y Sal 600ml,17.00,13.75,3.25
,23/02/2024,,28.00,14.13,13.87
2.00,,Cigarro Marlboro Individual 1Pza,12.00,7.40,4.60
1.00,,Encendedor Tokay 1pza,13.00,4.76,8.24
1.00,,PALETA CUPIDO CHAMOY VERO,3.00,1.97,1.03
,23/02/2024,,61.00,44.88,16.12
1.00,,Pepsi Jumbo 3Lt,37.00,27.67,9.33
2.00,,Vaso Individual del #8 1pza,2.00,0.80,1.20
1.00,,Submarino De Fresa 140g,22.00,16.41,5.59
,23/02/2024,,17.00,14.00,3.00
1.00,,Queso Crema La Escondida 250g,17.00,14.00,3.00
,23/02/2024,,9.50,5.63,3.87
