Documento,Cantidad,Fecha,Producto,Precio,Total
Ticket,,02/03/2024,,,
PZA,2,,Vaso Individual del #8 1pza,1,2
Ticket,,02/03/2024,,,
PZA,1,,Sponch 120gr,22,22
PZA,2,,Vuala Chocolate 1pza,18.06,36.13
Ticket,,02/03/2024,,,
PZA,1,,Coca Jumbo 3lts 4745,50,50
Ticket,,02/03/2024,,,
PZA,1,,Gatorade Ponche Frutas 500ml,22,22
Ticket,,02/03/2024,,,
PZA,350,,PAGO SERVICIOS XTREME MULTIPAGOS,1,350.35
PZA,1,,COMISION SERVICIOS 1-500 ( MULTI-SUSI ),10,10
Ticket,,02/03/2024,,,
PZA,1,,Chocomilk Sobre 160g,27,27
,,,,,
PZA,1,,Azucar 1 Kg,27,27
Ticket,,02/03/2024,,,
PZA,1,,Jamon Rebanado Suly 1kg,65,65
Ticket,,02/03/2024,,,
PZA,1,,Big Mix Inglesa Limon 75g,16,16
PZA,1,,Ace Accion Instantanea 500g,24.5,24.5
Ticket,,02/03/2024,,,
PZA,7,,Envios De Recargas,1,7
PZA,320.8,,RECARGAS XTREME (MULTICEL-MINISUPER),1,320
Ticket,,02/03/2024,,,
PZA,1,,Submarino De Fresa 140g,22,22
Ticket,,02/03/2024,,,
PZA,1,,Yakult 80ml,10,10
Ticket,,02/03/2024,,,
PZA,6,,Cafezzino Plus (cafe Omnilife) sobre,18,108
Ticket,,02/03/2024,,,
PZA,0.28,,Queso Fresco,108,30
Ticket,,02/03/2024,,,
PZA,2,,Cigarro Marlboro Individual 1Pza,6,12
Ticket,,02/03/2024,,,
PZA,1,,Fanta Uva 3lt,38,38
Ticket,,02/03/2024,,,
PZA,1,,Bombon Bianchi Bolsa 420g,38,38
Ticket,,02/03/2024,,,
PZA,1,,Chivacola Botella Omnilife 600ml,17.5,17.5
PZA,0.2,,Queso De Hebra,125,25
Ticket,,02/03/2024,,,
PZA,1,,Queso Crema La Escondida 250g,17,17
Ticket,,02/03/2024,,,
PZA,5,,Bombon Individual,1,5
Ticket,,02/03/2024,,,
PZA,0.19,,Queso Fresco,108,20
Ticket,,02/03/2024,,,
PZA,1,,Epura 600 ml,11,11
Ticket,,02/03/2024,,,
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,02/03/2024,,,
PZA,1,,Patrona 500 ml,24,24
,,,,,
PZA,2,,Fideo #2 La Moderna,9,18
PZA,1,,Nutrileche 1pza,20,20
PZA,1,,Azucar 1 Kg,27,27
Ticket,,02/03/2024,,,
PZA,1,,Envios De Recargas,1,1
PZA,50,,Recargas TMAC,1,50
Ticket,,02/03/2024,,,
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,02/03/2024,,,
PZA,1,,Libreta Francesa Cuadro 7mm Pasta Dura Extrella,55,55
Ticket,,02/03/2024,,,
PZA,1,,Patrona 1 Litro,48,48
Ticket,,02/03/2024,,,
PZA,0.24,,Queso De Hebra,125,30
PZA,1,,Muriamax Acido Muriatico 500ml,11,11
PZA,1,,HUEVO CRIO 1/2 CONO,33,33
Ticket,,02/03/2024,,,
PZA,1,,Valle Frut Citrus 3lt,36,36
Ticket,,02/03/2024,,,
PZA,525,,MASTERXTREME MAYOREO RECARGA,0.95,499.8
Ticket,,02/03/2024,,,
PZA,1,,Queso Crema La Escondida 250g,17,17
Ticket,,02/03/2024,,,
PZA,1050,,MASTERXTREME MAYOREO RECARGA,0.95,999.6
Ticket,,02/03/2024,,,
PZA,500,,MASTER SERVICIOS XTREME,1,500
Ticket,,02/03/2024,,,
PZA,1050,,MASTERXTREME MAYOREO RECARGA,0.95,999.6
Ticket,,02/03/2024,,,
PZA,1,,Clarasol 1.850lt,24,24
Ticket,,02/03/2024,,,
PZA,0.19,,Queso Fresco,108,20
PZA,1,,Fresca Jumbo 3lts,38,38
Ticket,,02/03/2024,,,
PZA,1,,Tostitos Salsa Verde 70g,16,16
Ticket,,02/03/2024,,,
PZA,2,,Hielo Individual,5,10
Ticket,,02/03/2024,,,
,,,,,
PZA,1,,Sabritas Adobadas 42gm,17,17
PZA,1,,Big Mix 75g,16,16
PZA,1,,Ruffles Queso 52g,17,17
PZA,1,,Coca Retornable 2.5 Lts,35,35
Ticket,,02/03/2024,,,
PZA,1,,Cheetos Flamin Hot 52gr,14,14
Ticket,,02/03/2024,,,
PZA,1,,Maiz Palomero 500g,15,15
PZA,0.25,,Queso Fresco,108,27
Ticket,,02/03/2024,,,
PZA,1,,Queso Crema La Escondida 250g,17,17
Ticket,,02/03/2024,,,
PZA,1,,Chokis Chocobase 84g 577900,19,19
Ticket,,02/03/2024,,,
PZA,1,,Fanta Naranja 600ml,18,18
Ticket,,02/03/2024,,,
PZA,1,,Sidral mundet fresa kiwi 2 lts,30,30
Ticket,,02/03/2024,,,
PZA,1,,Fanta Naranja 600ml,18,18
Ticket,,02/03/2024,,,
PZA,1,,FANTA 600ML 3NJA-3FSA-3SIDRAL-3FRESCA PAQ12PZ,179,179
PZA,1,,COCA COLA 600ML PAQ 24PZ,382,382
Ticket,,02/03/2024,,,
PZA,1,,COCA COLA 2.5LT RET PAQ 8PZ,245,245
Ticket,,02/03/2024,,,
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,02/03/2024,,,
PZA,2,,Yakult 80ml,10,20
Ticket,,02/03/2024,,,
PZA,0.93,,Queso Fresco,108,100
Ticket,,02/03/2024,,,
PZA,1,,QUESO CREMA 1 BARRA,53,53
Ticket,,02/03/2024,,,
PZA,1,,Tabcin Active X Par Morada,15,15
PZA,1,,Tabcin Noche Par Verde,15,15
Ticket,,02/03/2024,,,
PZA,1,,Yogurth Yoplait Fresa 470gr 9757,23,23
Ticket,,02/03/2024,,,
,,,,,
PZA,1,,Nutrileche 1pza,20,20
Ticket,,02/03/2024,,,
PZA,1050,,MASTERXTREME MAYOREO RECARGA,0.95,999.6
Ticket,,02/03/2024,,,
PZA,3,,HUEVO CRIO CONO 30PZ,65.5,196.5
Ticket,,02/03/2024,,,
PZA,1,,Huevo Crio Individual 1pza,3,3
Ticket,,02/03/2024,,,
PZA,1,,Nectar Valle Mango Minibrick 250ml,12,12
PZA,1,,Emperador Piruetas 115g 101112,19,19
PZA,1,,Alpura Chocolate 200ml Chocopower,11,11
Ticket,,02/03/2024,,,
PZA,1,,Maravillas Gamesa 116g,18,18
PZA,1,,Ruffles Mega Crunch Jalapeño 50g,17,17
PZA,1,,Takis Fuego Mas Picante 65g,17,17
Ticket,,02/03/2024,,,
PZA,1,,Lala deslactosada 1lit,24,24
Ticket,,02/03/2024,,,
PZA,1,,Sponch 120gr,22,22
Ticket,,02/03/2024,,,
PZA,1,,Panquecito Gotitas Chocolate 2pza 140g,23,23
PZA,1,,Activia Ciruela Pasa 250g,16,16
Ticket,,02/03/2024,,,
PZA,1050,,MASTER TMAC MAYOREO RECARGA,0.95,1000.02
Ticket,,02/03/2024,,,
PZA,2,,Hielo Individual,5,10
Ticket,,02/03/2024,,,
PZA,0.24,,Queso De Hebra,125,30
Ticket,,02/03/2024,,,
PZA,2,,Paleta Cupido Chamoy Individual 1pz,2,4
Ticket,,02/03/2024,,,
PZA,1,,Sabritas Adobadas 42gm,17,17
Ticket,,02/03/2024,,,
PZA,1,,Pop Queso Cheddar 45g,15,15
PZA,0.37,,Queso Fresco,108,40
Ticket,,02/03/2024,,,
PZA,1,,Fanta Naranja 600ml,18,18
PZA,0.2,,Queso De Hebra,125,25
,,,,,
Ticket,,02/03/2024,,,
PZA,225,,Abono Clientes Pay Joy,1,225
PZA,1,,Comision Pay Joy,15,15
Ticket,,02/03/2024,,,
PZA,1,,Halls De Miel,8,8
PZA,1,,Halls extra Strong 25gr 4401,8,8
Ticket,,02/03/2024,,,
PZA,3,,Paleta cupido vero fresa,3,9
Ticket,,02/03/2024,,,
PZA,2,,Paleta Cupido Chamoy Individual 1pz,2,4
PZA,2,,Cigarro Marlboro Individual 1Pza,6,12
Ticket,,02/03/2024,,,
PZA,0.24,,Queso De Hebra,125,30
Ticket,,02/03/2024,,,
PZA,1,,Cheetos Nacho 52gr,14,14
PZA,2,,Ruffles Sal Original 52gr,17,34
Ticket,,02/03/2024,,,
PZA,1,,Bolsa Individual Polipapel Gde 1pza,2,2
Ticket,,02/03/2024,,,
PZA,1,,Paleta Cupido Chamoy Individual 1pz,2,2
PZA,1,,Foco Chiyoda Plus 60W,20,20
Ticket,,02/03/2024,,,
PZA,1,,Cigarro Marlboro Individual 1Pza,6,6
Ticket,,02/03/2024,,,
PZA,1,,Cigarro Marlboro Individual 1Pza,6,6
Ticket,,02/03/2024,,,
PZA,655,,ICSI Recargas Xtreme,1,655
PZA,11,,Envios De Recargas,1,11
Ticket,,02/03/2024,,,
PZA,4,,Envios De Recargas,1,4
PZA,100,,RECARGAS XTREME (MULTICEL-MINISUPER),1,99.75
Ticket,,03/03/2024,,,
PZA,1,,PEPSI 3LTS PAQ 8PZ,250,250
Ticket,,03/03/2024,,,
PZA,1,,COCA RETORNABLE 3LTS PAQ 6PZA,197,197
Ticket,,03/03/2024,,,
PZA,1,,Frijol Michigan Mustang Kg,40,40
Ticket,,03/03/2024,,,
,,,,,
PZA,2,,HUEVO CRIO CONO 30PZ,65.5,131
Ticket,,03/03/2024,,,
PZA,1,,Coca Retornable 2.5 Lts,35,35
Ticket,,03/03/2024,,,
PZA,1,,Predator energy 473ml,18,18
Ticket,,03/03/2024,,,
PZA,0.4,,Queso De Hebra,125,50
Ticket,,03/03/2024,,,
PZA,3,,Servicio Domicilio,5,15
PZA,3,,COCA RETORNABLE 3LTS PAQ 6PZA,197,591
Ticket,,03/03/2024,,,
PZA,3,,Curita Adheciba $3.00Par,3,9
Ticket,,03/03/2024,,,
PZA,3,,Servicio Domicilio,5,15
PZA,1,,SIDRAL MUNDET 3LTS PAQ4PZ,137,137
PZA,1,,COCA RETORNABLE 3LTS PAQ 6PZA,197,197
Ticket,,03/03/2024,,,
PZA,0.37,,Queso Fresco,108,40
Ticket,,03/03/2024,,,
PZA,1,,Tapa Para Vaso Termico 2lt C/10pzas,25,25
PZA,1,,Vaso unicel #32 Reyma 1L,31,31
Ticket,,03/03/2024,,,
PZA,0.93,,Queso Fresco,108,100
Ticket,,03/03/2024,,,
PZA,1,,Queso Amarillo Americano Villita 175gr 8147,28,28
Ticket,,03/03/2024,,,
PZA,1,,Bolsa Individual Polipapel Gde 1pza,2,2
PZA,1,,Azucar 1 Kg,27,27
Ticket,,03/03/2024,,,
PZA,1,,Halls Cereza,8,8
Ticket,,03/03/2024,,,
PZA,2,,Clorets Menta 2.8gr 2Pastillas,1.5,3
PZA,1,,Agua Ciel 600ml 307906,10,10
Ticket,,03/03/2024,,,
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,03/03/2024,,,
PZA,1,,Agua Ciel 1.5 Lts 4721,16,16
Ticket,,03/03/2024,,,
,,,,,
PZA,1,,Senzao Guarana 600ml 8330,18,18
Ticket,,03/03/2024,,,
PZA,1,,Pepsi 1.5Lt,23,23
Ticket,,03/03/2024,,,
PZA,1,,Halls De Menta,8,8
Ticket,,03/03/2024,,,
PZA,2,,Flan Yoplait 100G 9709,8.5,17
Ticket,,03/03/2024,,,
PZA,1,,Queso Crema La Escondida 250g,17,17
Ticket,,03/03/2024,,,
PZA,1,,Trikitrakes 85g,18,18
PZA,1,,Yoghurt Yoplait Fresa 220g 9140,14,14
PZA,1,,Yomi Lala Fresa 190ml,11,11
Ticket,,03/03/2024,,,
PZA,2,,Servicio Domicilio,5,10
PZA,2,,COCA RETORNABLE 3LTS PAQ 6PZA,197,394
Ticket,,03/03/2024,,,
PZA,4,,Vuala Chocolate 1pza,18.06,72.25
PZA,1,,Sabritas Sal Original 45g,17,17
Ticket,,03/03/2024,,,
PZA,0.46,,Queso Fresco,108,50
Ticket,,03/03/2024,,,
PZA,1,,Power Mora 1 Lt,31,31
Ticket,,03/03/2024,,,
PZA,1,,Hojas De Colores,1.5,1.5
Ticket,,03/03/2024,,,
PZA,1,,Canelitas Marinela 120g,21,21
PZA,1,,Coca Cola Vidrio 1 1/4,24,24
Ticket,,03/03/2024,,,
PZA,1,,QUESO CREMA 1 BARRA,53,53
Ticket,,03/03/2024,,,
PZA,0.16,,Queso De Hebra,125,20
PZA,1,,Lala deslactosada 1lit,24,24
Ticket,,03/03/2024,,,
PZA,1,,yoplait fresa 900g,39,39
PZA,1,,Mantequilla Primavera Barra,22,22
Ticket,,03/03/2024,,,
PZA,3,,Vaso Individual del #8 1pza,1,3
,,,,,
PZA,1,,Senzao Guarana 2lts,31,31
Ticket,,03/03/2024,,,
PZA,1,,FANTA FRESA 3LTS PAQ 4PZ,137,137
PZA,4,,Coca Retornable 2.5 Lts,35,140
Ticket,,03/03/2024,,,
PZA,2,,Clorets Menta 2.8gr 2Pastillas,1.5,3
Ticket,,03/03/2024,,,
PZA,1,,Sabritas Flamin Hot 45gm,17,17
PZA,1,,Ruffles Mega Crunch Salsa Rojo 55gr,17,17
Ticket,,03/03/2024,,,
PZA,1,,Pepsi Jumbo 3Lt,37,37
Ticket,,03/03/2024,,,
PZA,1,,Nutrileche 1pza,20,20
PZA,1,,HUEVO CRIO CONO 30PZ,65.5,65.5
PZA,1,,Clavel Abre Facil 360ml,20,20
Ticket,,03/03/2024,,,
PZA,1,,Ruffles Queso 52g,17,17
PZA,1,,Coca Cola 600ml,19,19
Ticket,,03/03/2024,,,
PZA,1,,Epura 1.5 lt,17,17
Ticket,,03/03/2024,,,
PZA,1,,Coca Cola 600ml,19,19
Ticket,,03/03/2024,,,
PZA,1,,Cepillo Dental infantil Chichaan 1pz,15,15
Ticket,,03/03/2024,,,
PZA,1,,Nito 1Pza 62g,15,15
PZA,1,,Yoghurt Yoplait Fresa 220g 9140,14,14
PZA,1,,Cafe Vainilla Capuccino 7001,32,32
PZA,0.46,,Queso Fresco,108,50
PZA,1,,HUEVO CRIO CONO 30PZ,65.5,65.5
Ticket,,03/03/2024,,,
PZA,1,,Clorets Menta 2.8gr 2Pastillas,1.5,1.5
Ticket,,03/03/2024,,,
PZA,2,,Paleta Cupido Chamoy Individual 1pz,2,4
Ticket,,03/03/2024,,,
PZA,1,,Galletas Animalitos 200g,12,12
Ticket,,03/03/2024,,,
PZA,1,,Pepsi Jumbo 3Lt,37,37
,,,,,
Ticket,,03/03/2024,,,
PZA,0.2,,Queso De Hebra,125,25
Ticket,,03/03/2024,,,
PZA,2,,Clorets Menta 2.8gr 2Pastillas,1.5,3
PZA,1,,Diavolin,15,15
PZA,1,,Papatinas  Chilix 31g,16,16
Ticket,,03/03/2024,,,
PZA,1,,Coca Retornable 3LTS 3068,38,38
PZA,1,,Paketaxo Mezcladito Ch 70gr,18,18
PZA,1,,Cremax Chocolate 213g,31,31
Ticket,,03/03/2024,,,
PZA,1,,RUNNERS WATZ 80g,20,20
Ticket,,03/03/2024,,,
PZA,1,,Tostitos Salsa Verde 70g,16,16
Ticket,,03/03/2024,,,
PZA,1,,Lapiz Mirado 1pz,6,6
PZA,0.14,,Queso Fresco,108,15
PZA,1,,Mediacrema Lala 250g,14,14
Ticket,,03/03/2024,,,
PZA,1,,HUEVO CRIO 1/2 CONO,33,33
Ticket,,03/03/2024,,,
PZA,1,,Pan bimbo Blanco Grande 640g,48,48
PZA,1,,Pepsi Jumbo 3Lt,37,37
Ticket,,03/03/2024,,,
PZA,5,,Huevo Crio Individual 1pza,3,15
PZA,1,,Ajo 1pza,7,7
Ticket,,03/03/2024,,,
PZA,1,,Sabritas Sal Original 45g,17,17
PZA,1,,Doritos Pizzerolas 61g,17,17
Ticket,,03/03/2024,,,
PZA,3,,Bombon Individual,1,3
Ticket,,03/03/2024,,,
PZA,1,,Electrolit Mora Azul 625ml,27,27
Ticket,,03/03/2024,,,
PZA,2,,Tabcin 500 Rojo Contra La Gripe,5,10
Ticket,,03/03/2024,,,
PZA,1,,Doritos Pizzerolas 61g,17,17
Ticket,,03/03/2024,,,
,,,,,
PZA,1,,Fruts Gamesa 130gr 100714,24.05,24.05
Ticket,,03/03/2024,,,
PZA,1,,Patrona 1 Litro,48,48
PZA,1,,Azucar 1 Kg,27,27
Ticket,,03/03/2024,,,
PZA,2,,Vuala Chocolate 1pza,18.06,36.13
Ticket,,03/03/2024,,,
PZA,1,,Leche Hersheys chocolate 200ml,15,15
PZA,1,,Power Mora 1 Lt,31,31
PZA,1,,Sabritas Sal Original 45g,17,17
Ticket,,03/03/2024,,,
PZA,1,,Coca Cola 600ml,19,19
Ticket,,03/03/2024,,,
PZA,1,,Servicio Domicilio,5,5
PZA,1,,COCA RETORNABLE 3LTS PAQ 6PZA,197,197
Ticket,,03/03/2024,,,
PZA,1,,Nectar Valle Mango Minibrick 250ml,12,12
Ticket,,03/03/2024,,,
PZA,2,,Bolsa Basura Grande 1pza,9,18
Ticket,,03/03/2024,,,
PZA,3,,Diurex Janel,5,15
Ticket,,03/03/2024,,,
PZA,3,,Vuala Chocolate 1pza,18.06,54.19
Ticket,,03/03/2024,,,
PZA,1,,Mechudo Majitel 1PZ,37,37
Ticket,,03/03/2024,,,
PZA,1,,Clorets Menta 2.8gr 2Pastillas,1.5,1.5
PZA,1,,Doritos 3D Nacho 50gr,17,17
PZA,1,,Pop Karameladas 45 g,10,10
PZA,1,,Ruffles Sal Original 52gr,17,17
Ticket,,03/03/2024,,,
PZA,0.5,,Azucar 1 Kg,28,14
Ticket,,03/03/2024,,,
PZA,1,,COCA RETORNABLE 3LTS PAQ 6PZA,197,197
Ticket,,03/03/2024,,,
PZA,10,,Bombon Individual,1,10
Ticket,,03/03/2024,,,
PZA,1,,Chile En Rajas La Costeña 220g,17.5,17.5
,,,,,
Ticket,,03/03/2024,,,
PZA,1,,Yoghurt Yoplait Durazno 330gr 9261,17.5,17.5
Ticket,,03/03/2024,,,
PZA,1,,Yakult 80ml,10,10
Ticket,,03/03/2024,,,
PZA,1,,Leche Hersheys chocolate 200ml,15,15
PZA,1,,Yomi Chocolate 190ml,11,11
PZA,1,,Wapas queso 52gr,17,17
PZA,1,,Ruffles Queso 52g,17,17
Ticket,,03/03/2024,,,
PZA,1,,Bolsa Individual Polipapel Gde 1pza,2,2
PZA,2,,Folder Carta Azul,6,12
Ticket,,03/03/2024,,,
PZA,1,,COCA RETORNABLE 3LTS PAQ 6PZA,197,197
PZA,1,,COCA COLA 600ML PAQ 24PZ,382,382
Ticket,,03/03/2024,,,
PZA,1,,Electrolit Uva 625 Ml,25,25
Ticket,,03/03/2024,,,
PZA,1,,Tostitos Salsa Verde 70g,16,16
PZA,1,,Alpura Chocolate 200ml Chocopower,11,11
Ticket,,03/03/2024,,,
PZA,1575,,MASTERXTREME MAYOREO RECARGA,0.95,1499.4
Ticket,,03/03/2024,,,
PZA,1,,Coca Retornable 2.5 Lts,35,35
Ticket,,03/03/2024,,,
PZA,1,,Big Mix Inglesa Limon 75g,16,16
PZA,1,,Dorito Dinamita flamin Hot 70gr,17,17
PZA,1,,Kiyakis 68g,11,11
PZA,1,,Hot Nuts Picamoy 82g,15,15
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,03/03/2024,,,
PZA,1,,Chips Sal De Mar 46g,17,17
PZA,1,,Zuum C2 Rojo 100224 Tab,1249,1249
Ticket,,03/03/2024,,,
PZA,1,,Bolsa individual Naylo Gde 1pz,3,3
PZA,1,,Senzao Guarana 2lts,31,31
Ticket,,03/03/2024,,,
PZA,1,,IMPRESION A COLORES,4,4
,,,,,
Ticket,,03/03/2024,,,
PZA,1,,Mediacrema Lala 250g,14,14
Ticket,,03/03/2024,,,
PZA,1025,,MASTERXTREME MAYOREO RECARGA,0.95,975.8
Ticket,,03/03/2024,,,
PZA,2,,Cigarro Marlboro Individual 1Pza,6,12
Ticket,,03/03/2024,,,
PZA,0.25,,Queso De Hebra,125,31.25
PZA,0.25,,Queso Fresco,108,27
Ticket,,03/03/2024,,,
PZA,1,,Patrona 500 ml,24,24
PZA,1,,HUEVO CRIO 1/2 CONO,33,33
PZA,1,,Jamon Fut Pavo Y Cerdo 196g,36,36
PZA,1,,Nectar Valle Mango Minibrick 250ml,12,12
Ticket,,03/03/2024,,,
PZA,1,,Coca Cola Vidrio 1 1/4,24,24
PZA,1,,Ruffles Queso 52g,17,17
Ticket,,03/03/2024,,,
PZA,1,,Coca Jumbo 3lts 4745,50,50
Ticket,,03/03/2024,,,
PZA,1,,HUEVO CRIO 1/2 CONO,33,33
PZA,1,,Avena Quaker 3min 288gr,20,20
Ticket,,03/03/2024,,,
PZA,1,,Cigarro Marlboro Individual 1Pza,6,6
Ticket,,03/03/2024,,,
PZA,1,,Cal 1kg,8,8
Ticket,,03/03/2024,,,
PZA,1,,Valle Frut Citrus 355 ml 342198,10,10
PZA,1,,Folder Oficio Verde,7,7
PZA,1,,Resistol Adhesivo Barra Bully 11g,13,13
Ticket,,03/03/2024,,,
PZA,1,,HUEVO CRIO 1/2 CONO,33,33
Ticket,,03/03/2024,,,
PZA,1050,,MASTERXTREME MAYOREO RECARGA,0.95,999.6
Ticket,,03/03/2024,,,
PZA,20,,Envios De Recargas,1,20
PZA,1405,,RECARGAS XTREME (MULTICEL-MINISUPER),1,1401.49
Ticket,,03/03/2024,,,
,,,,,
PZA,1,,Ruffles Queso 52g,17,17
PZA,2,,Vuala Chocolate 1pza,18.06,36.13
PZA,0.22,,Jamon Rebanado Suly 1kg,67,15
Ticket,,03/03/2024,,,
PZA,1,,Yoghurt Yoplait Durazno 330gr 9261,17.5,17.5
Ticket,,03/03/2024,,,
PZA,1,,Rosa Venus Rosa 100g,9,9
Ticket,,03/03/2024,,,
PZA,2,,Ajo 1pza,7,14
PZA,1,,Jamon Rebanado Suly 1kg,65,65
Ticket,,03/03/2024,,,
PZA,1,,Analgen 550,10,10
Ticket,,03/03/2024,,,
PZA,1,,Fanta Uva 3lt,38,38
Ticket,,03/03/2024,,,
PZA,1,,Ruffles Queso 52g,17,17
PZA,2,,Vaso Individual del #8 1pza,1,2
PZA,1,,coca cola 1.350 ml,28,28
Ticket,,03/03/2024,,,
PZA,1,,Agua Ciel 600ml 307906,10,10
Ticket,,03/03/2024,,,
PZA,1,,Nutrioli 850ml,45,45
Ticket,,03/03/2024,,,
PZA,1,,Chip29 Telcel Sin Saldo Activar C/50 Saldo,29,29
Ticket,,03/03/2024,,,
PZA,1,,Mayonesa Mccormick 468gr,60,60
PZA,2,,Queso De Hebra,123,246
Ticket,,03/03/2024,,,
PZA,1,,HUEVO CRIO 1/2 CONO,33,33
Ticket,,03/03/2024,,,
PZA,2,,HUEVO CRIO CONO 30PZ,65.5,131
PZA,0.6,,Jamon Rebanado Suly 1kg,67,40
Ticket,,03/03/2024,,,
PZA,1,,Savile crema  colageno 100ml,18,18
Ticket,,03/03/2024,,,
PZA,2,,Aspirina Efervescente C/U,6,12
Ticket,,03/03/2024,,,
PZA,1,,COCA RETORNABLE 3LTS PAQ 6PZA,197,197
,,,,,
Ticket,,03/03/2024,,,
PZA,1,,Nescafe Dolca 22gr Sobre Grande,14.5,14.5
PZA,0.22,,Jamon Rebanado Suly 1kg,67,15
Ticket,,03/03/2024,,,
PZA,0.24,,Queso De Hebra,125,30
Ticket,,03/03/2024,,,
PZA,1,,Activia Ciruela Pasa 250g,16,16
Ticket,,03/03/2024,,,
PZA,2,,Doritos Incognito 61g,17,34
Ticket,,03/03/2024,,,
PZA,1050,,MASTER TMAC MAYOREO RECARGA,0.95,1000.02
Ticket,,03/03/2024,,,
PZA,1,,Mayonesa #4 105g,18,18
Ticket,,03/03/2024,,,
PZA,1,,Bolsa Individual Polipapel Gde 1pza,2,2
PZA,1,,Sabritas Receta Crujiente Jalapeño 46gr,17,17
PZA,1,,Florentinas Fresa 83gr 017300,19,19
PZA,1,,Hot Nuts Original 82g,16,16
PZA,2,,Yoghurt Yoplait Fresa 220g 9140,14,28
PZA,1,,Flanax 550 C/Uno,13,13
Ticket,,03/03/2024,,,
PZA,1,,SIDRAL MUNDET 3LTS PAQ4PZ,137,137
PZA,4,,Fresca Jumbo 3lts,38,152
Ticket,,03/03/2024,,,
PZA,3,,Envios De Recargas,1,3
PZA,170,,RECARGAS XTREME (MULTICEL-MINISUPER),1,169.58
Ticket,,03/03/2024,,,
PZA,0.25,,Bolsa Natural 25x35 Para2kg,76,19
Ticket,,03/03/2024,,,
PZA,1,,Pepsi 1.5Lt,23,23
Ticket,,04/03/2024,,,
PZA,1,,COCA COLA 2.5LT RET PAQ 8PZ,245,245
Ticket,,04/03/2024,,,
PZA,1,,Mamut 44g 513700,10,10
PZA,1,,Agua Ciel 600ml 307906,10,10
Ticket,,04/03/2024,,,
PZA,1,,Salvo Liquido 215ml,16,16
PZA,1,,Ace Accion Instantanea 900 gr,39,39
,,,,,
Ticket,,04/03/2024,,,
PZA,1,,Starbien Sobre Omnilife 20g,15,15
Ticket,,04/03/2024,,,
PZA,1,,Yomi Chocolate 190ml,11,11
PZA,1,,Vuala Chocolate 1pza,17,17
Ticket,,04/03/2024,,,
PZA,1,,Disfruta Chocogalleta Platano 307g,22,22
Ticket,,04/03/2024,,,
PZA,1,,Pila Duracel Doble AA,23,23
Ticket,,04/03/2024,,,
PZA,1,,Listerine Menta 250ml,55,55
Ticket,,04/03/2024,,,
PZA,1,,Mantecadas Vainilla C/6pzas 187.5gr,29,29
PZA,1,,Jarrito 3lts Sabores Surtidos,35,35
Ticket,,04/03/2024,,,
PZA,4,,Huevo Crio Individual 1pza,3,12
Ticket,,04/03/2024,,,
PZA,0.48,,Queso De Hebra,125,60
Ticket,,04/03/2024,,,
PZA,1,,Servicio Domicilio,5,5
PZA,1,,COCA RETORNABLE 3LTS PAQ 6PZA,197,197
Ticket,,04/03/2024,,,
PZA,1,,Tortillina Tia Rosa 22pz 561gr,38,38
PZA,0.4,,Queso De Hebra,125,50
Ticket,,04/03/2024,,,
PZA,1,,Vaso Plastico #5 1/2 50pzas,28,28
PZA,1,,HUEVO CRIO 1/2 CONO,33,33
PZA,0.4,,Queso De Hebra,125,50
Ticket,,04/03/2024,,,
PZA,1,,Chip29 Telcel Sin Saldo Activar C/50 Saldo,29,29
Ticket,,04/03/2024,,,
PZA,1,,IMPRESION A COLORES,4,4
Ticket,,04/03/2024,,,
PZA,1,,Fabuloso Fresco Amanecer Lt,30,30
Ticket,,04/03/2024,,,
PZA,1050,,MASTERXTREME MAYOREO RECARGA,0.95,999.6
Ticket,,04/03/2024,,,
PZA,1050,,MASTERXTREME MAYOREO RECARGA,0.95,999.6
,,,,,
Ticket,,04/03/2024,,,
PZA,1,,Tenedor Chico 50pzas,14,14
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,04/03/2024,,,
PZA,1,,Valle Frut Citrus 355 ml 342198,10,10
PZA,1,,Agua Ciel 1.5 Lts 4721,16,16
Ticket,,04/03/2024,,,
PZA,2,,Epura Garrafon 20 Lts,42,84
Ticket,,04/03/2024,,,
PZA,1,,Epura Garrafon 20 Lts,42,42
Ticket,,04/03/2024,,,
PZA,0.19,,Queso Fresco,108,20
Ticket,,04/03/2024,,,
PZA,1,,Servicio Domicilio,5,5
PZA,1,,COCA RETORNABLE 3LTS PAQ 6PZA,197,197
Ticket,,04/03/2024,,,
PZA,1,,Vick Vaporub 12g,24,24
PZA,1,,Coca Cola 600ml,19,19
Ticket,,04/03/2024,,,
PZA,16,,COPIA OFICIO,2,32
Ticket,,04/03/2024,,,
PZA,1,,Servicio Domicilio,5,5
PZA,1,,COCA RETORNABLE 3LTS PAQ 6PZA,197,197
Ticket,,04/03/2024,,,
PZA,1,,Barrita Piña Mas Grande,17,17
Ticket,,04/03/2024,,,
PZA,1,,Nota Remision Autocopiante Republica Chico,18,18
Ticket,,04/03/2024,,,
